Family ID,Member ID,Transaction Date,Category,Amount,Income,Savings,Monthly Expenses,Loan Payments,Credit Card Spending,Dependents,Financial Goals Met (%)
FAM001,FAM001_Member4,20-10-2024,Food,321.94,113810,20234,5781,2422,2959,2,68
FAM001,FAM001_Member4,05-10-2024,Food,472.57,113810,20234,5781,2422,2959,2,68
FAM002,FAM002_Member1,13-10-2024,Education,279.18,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,18-10-2024,Healthcare,251.37,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,18-10-2024,Food,122.76,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,03-10-2024,Healthcare,360.31,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,17-10-2024,Healthcare,390.53,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,26-10-2024,Travel,117.47,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,03-10-2024,Utilities,187.24,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,07-10-2024,Food,18.41,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,18-10-2024,Education,479.23,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,30-10-2024,Groceries,39.19,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,12-10-2024,Entertainment,425.89,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member1,28-10-2024,Food,411.32,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,15-10-2024,Utilities,419.27,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,18-10-2024,Education,128.82,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,27-10-2024,Utilities,37.37,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,05-10-2024,Groceries,481.41,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,23-10-2024,Utilities,194.96,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,01-10-2024,Travel,482.81,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,12-10-2024,Groceries,353.69,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,22-10-2024,Healthcare,46.15,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,27-10-2024,Healthcare,436.53,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,01-10-2024,Utilities,188.97,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,03-10-2024,Utilities,47.76,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,19-10-2024,Food,408.72,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,05-10-2024,Food,99.39,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member2,24-10-2024,Utilities,376.57,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,31-10-2024,Entertainment,240.39,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,24-10-2024,Entertainment,227.55,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,21-10-2024,Travel,16.47,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,04-10-2024,Utilities,39.4,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,21-10-2024,Groceries,306.05,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,06-10-2024,Healthcare,88.57,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,13-10-2024,Food,217.57,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,31-10-2024,Education,281.54,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,27-10-2024,Entertainment,460.38,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,17-10-2024,Entertainment,357.58,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,14-10-2024,Utilities,143.2,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,03-10-2024,Healthcare,195,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,31-10-2024,Utilities,374.14,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,13-10-2024,Healthcare,37.44,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,13-10-2024,Utilities,413.03,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,18-10-2024,Healthcare,422.44,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,27-10-2024,Travel,239.53,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,11-10-2024,Travel,324.53,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,27-10-2024,Education,90.76,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,26-10-2024,Entertainment,326.86,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,07-10-2024,Entertainment,63.12,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,03-10-2024,Entertainment,305.56,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,28-10-2024,Entertainment,23.74,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,10-10-2024,Utilities,275.37,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,03-10-2024,Utilities,302.58,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,25-10-2024,Entertainment,101.99,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member3,07-10-2024,Travel,465.31,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,09-10-2024,Groceries,488.56,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,19-10-2024,Groceries,286.23,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,26-10-2024,Education,32.38,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,11-10-2024,Groceries,472.32,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,01-10-2024,Entertainment,378.32,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,31-10-2024,Education,255.11,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,11-10-2024,Food,201.41,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,12-10-2024,Utilities,354.3,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,04-10-2024,Entertainment,209.57,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,24-10-2024,Healthcare,59.49,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,26-10-2024,Food,83.59,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member4,19-10-2024,Food,197.23,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,28-10-2024,Food,28.33,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,06-10-2024,Utilities,344.36,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,03-10-2024,Travel,55.71,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,23-10-2024,Utilities,443.36,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,26-10-2024,Travel,330.57,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,25-10-2024,Travel,88.91,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,31-10-2024,Healthcare,262.99,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,24-10-2024,Healthcare,329.18,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,30-10-2024,Food,177.29,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,26-10-2024,Utilities,176.12,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,12-10-2024,Healthcare,429.42,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,14-10-2024,Groceries,446.43,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,25-10-2024,Travel,199.94,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,07-10-2024,Healthcare,307.37,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,31-10-2024,Utilities,287.78,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,16-10-2024,Groceries,404.32,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,05-10-2024,Food,436.52,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,18-10-2024,Food,484.78,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,26-10-2024,Groceries,254.47,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,15-10-2024,Entertainment,93.16,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,10-10-2024,Utilities,43.4,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,19-10-2024,Entertainment,183.15,44592,29492,5630,4541,995,3,60
FAM002,FAM002_Member5,03-10-2024,Utilities,358.22,44592,29492,5630,4541,995,3,60
FAM003,FAM003_Member1,09-10-2024,Education,489.46,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,25-10-2024,Education,328.64,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,05-10-2024,Groceries,486.12,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,16-10-2024,Groceries,188.1,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,10-10-2024,Education,210.43,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,20-10-2024,Travel,73.2,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,12-10-2024,Healthcare,423.97,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,31-10-2024,Entertainment,193.1,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,22-10-2024,Education,257.91,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,09-10-2024,Travel,30.91,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,21-10-2024,Groceries,373.11,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,08-10-2024,Travel,412.41,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,01-10-2024,Utilities,428,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,10-10-2024,Education,87.52,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,13-10-2024,Food,45.76,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,13-10-2024,Food,236.52,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,03-10-2024,Entertainment,238.28,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,21-10-2024,Healthcare,451.06,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member1,15-10-2024,Groceries,52.05,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,04-10-2024,Education,386.43,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,07-10-2024,Education,171.07,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,11-10-2024,Entertainment,498.25,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,16-10-2024,Utilities,354.12,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,16-10-2024,Groceries,146.4,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,02-10-2024,Healthcare,86.31,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,16-10-2024,Utilities,323.71,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,11-10-2024,Healthcare,25.35,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,20-10-2024,Food,196.34,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,30-10-2024,Food,187.13,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,14-10-2024,Education,114.58,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,07-10-2024,Food,21.24,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,25-10-2024,Travel,217.23,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,09-10-2024,Travel,96.29,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,05-10-2024,Groceries,144.21,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,03-10-2024,Entertainment,438.15,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,15-10-2024,Food,215.66,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,07-10-2024,Travel,447.61,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,06-10-2024,Food,36.33,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,29-10-2024,Education,177.59,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,25-10-2024,Entertainment,90.62,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,12-10-2024,Education,246,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,18-10-2024,Travel,394.09,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,31-10-2024,Travel,224.02,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,30-10-2024,Travel,289.46,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,27-10-2024,Groceries,284.85,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,29-10-2024,Healthcare,107.29,33278,11365,5282,1042,2818,0,100
FAM003,FAM003_Member2,24-10-2024,Travel,293.46,33278,11365,5282,1042,2818,0,100
FAM004,FAM004_Member1,11-10-2024,Travel,493.32,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member1,31-10-2024,Travel,373.99,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member1,24-10-2024,Travel,165.09,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member1,05-10-2024,Education,467.57,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member1,16-10-2024,Food,165.04,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member1,26-10-2024,Travel,209.13,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member1,17-10-2024,Travel,11.8,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member1,15-10-2024,Food,430.06,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member1,21-10-2024,Education,323.07,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,04-10-2024,Groceries,117.13,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,07-10-2024,Education,351.26,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,25-10-2024,Utilities,304.46,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,07-10-2024,Entertainment,112.78,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,07-10-2024,Travel,292.65,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,01-10-2024,Entertainment,408.75,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,01-10-2024,Entertainment,449.36,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,17-10-2024,Food,435.2,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,23-10-2024,Education,327.97,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,15-10-2024,Education,211.09,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,12-10-2024,Food,275.81,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,17-10-2024,Food,174.56,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,30-10-2024,Utilities,234.82,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,12-10-2024,Utilities,280.85,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,06-10-2024,Healthcare,223.58,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,10-10-2024,Food,333.21,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,22-10-2024,Education,320.71,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,23-10-2024,Healthcare,469.57,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,29-10-2024,Food,58.62,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,03-10-2024,Food,420.24,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,03-10-2024,Travel,18.05,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,30-10-2024,Education,60.8,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member2,24-10-2024,Food,315.67,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,04-10-2024,Travel,227.61,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,19-10-2024,Food,25.99,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,10-10-2024,Food,216.11,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,08-10-2024,Food,232.77,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,13-10-2024,Groceries,105.82,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,16-10-2024,Groceries,181.8,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,26-10-2024,Education,212.34,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,27-10-2024,Travel,354.88,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,24-10-2024,Education,13.73,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,12-10-2024,Food,119.73,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,10-10-2024,Entertainment,441.01,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,09-10-2024,Entertainment,420.86,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,26-10-2024,Education,339.92,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,01-10-2024,Education,26.01,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,01-10-2024,Utilities,397.35,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,27-10-2024,Food,264.29,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,24-10-2024,Healthcare,165.56,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,06-10-2024,Healthcare,496.49,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,08-10-2024,Healthcare,487.01,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,07-10-2024,Healthcare,325.77,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,27-10-2024,Groceries,402.65,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member3,19-10-2024,Education,73.15,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member4,13-10-2024,Travel,95.12,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member4,29-10-2024,Entertainment,263.47,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member4,14-10-2024,Utilities,58.79,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member4,26-10-2024,Utilities,257.09,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member4,21-10-2024,Healthcare,394.3,127196,30735,3591,1571,668,3,82
FAM004,FAM004_Member4,27-10-2024,Food,317.39,127196,30735,3591,1571,668,3,82
